処理ターム,印刷機,受注番号,投入数量,出荷予定日,残り日数,スコア,色変更コスト,色, ,処理ターム,印刷機,受注番号,投入数量,出荷予定日,残り日数,スコア,色変更コスト,色
,,,,,,,,,,17,A2,23117823,4000,2024/2/3,47,100,0,6(表：1 × 裏：5)、ｾﾋﾟｱ/Ｃ/Ｍ/Ｙ/白/ﾏｯﾄ
,,,,,,,,,,17,A2,23118415,8000,2024/2/3,47,100,0,6(表：1 × 裏：5)、ｾﾋﾟｱ/C/M/Y/白/ﾏｯﾄ
,,,,,,,,,,17,A2,23120318,12000,2024/2/3,47,33.33333333,2,6(表：1 × 裏：5)、ｾﾋﾟｱ/C/M/Y/白/ﾏｯﾄ
,,,,,,,,,,17,A2,23113952,48000,2024/2/3,47,100,0,6(表：1 × 裏：5)、墨/C/M/Y/白/ﾏｯﾄ
,,,,,,,,,,,,,,,,,,
18,A1,23111279,28000,2024/2/3,46,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
18,A1,23112339,68000,2024/2/3,46,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
18,A1,23113173,40000,2024/2/3,46,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
18,A1,23113176,20000,2024/2/3,46,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
18,A1,23114183,16000,2024/2/3,46,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
19,A1,23114478,40000,2024/2/3,45,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
19,A1,23114479,28000,2024/2/3,45,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
19,A1,23114867,32000,2024/2/3,45,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
19,A1,23114899,40000,2024/2/3,45,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
19,A1,23114907,40000,2024/2/3,45,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
20,A1,23115157,40000,2024/2/3,44,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
20,A1,23117493,44000,2024/2/3,44,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
20,A1,23118683,12000,2024/2/3,44,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
20,A1,23119979,16000,2024/2/3,44,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
20,A1,2311A089,20000,2024/2/3,44,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
20,A1,2311A564,40000,2024/2/3,44,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
20,A1,2311A565,28000,2024/2/3,44,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
21,A1,23120176,12000,2024/2/3,43,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
21,A1,23120397,20000,2024/2/3,43,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
21,A1,23120694,28000,2024/2/3,43,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
21,A1,23120700,40000,2024/2/3,43,100,0,1(表：1 × 裏：0)、白,,,,,,,,,,
21,A1,23120822,44000,2024/2/3,43,50,1,1(表：1 × 裏：0)、白,,,,,,,,,,
21,A1,23119901,16000,2023/12/27,5,100,0,2(表：2 × 裏：0)、白/草,,,,,,,,,,
21,A1,23119902,16000,2023/12/27,5,100,0,2(表：2 × 裏：0)、白/草,,,,,,,,,,
21,A1,23109994,16000,2024/2/3,43,50,1,2(表：2 × 裏：0)、白/草,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
22,A1,23119617,4000,2023/12/29,6,50,1,1(表：1 × 裏：0)、緑,,,,,,,,,,
22,A1,23113047,44000,2024/2/3,42,100,0,2(表：2 × 裏：0)、草/墨,,,,,,,,,,
22,A1,2311A499,60000,2024/2/3,42,50,1,2(表：2 × 裏：0)、草/墨,,,,,,,,,,
22,A1,23117504,20000,2024/2/3,42,33.33333333,2,3(表：3 × 裏：0)、ｸﾘｰﾑ/緑色/墨,,,,,,,,,,
22,A1,23118416,44000,2024/2/3,42,33.33333333,2,3(表：3 × 裏：0)、ｸﾘｰﾑ/青色/墨,,,,,,,,,,
22,A1,23118417,28000,2024/2/3,42,50,1,3(表：3 × 裏：0)、ｸﾘｰﾑ/赤色/墨,,,,,,,,,,
22,A1,23119878,4000,2024/2/3,42,50,1,4(表：4 × 裏：0)、白/クリーム/赤/墨,,,,,,,,,,
22,A1,23118445,4000,2024/2/3,42,100,0,3(表：3 × 裏：0)、白/赤/墨,,,,,,,,,,
22,A1,23119169,4000,2024/2/3,42,100,0,3(表：3 × 裏：0)、白/赤/墨,,,,,,,,,,
22,A1,23120824,2000,2024/2/3,42,50,1,3(表：3 × 裏：0)、白/赤/墨,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
23,A1,23118353,16000,2024/1/15,22,100,0,2(表：2 × 裏：0)、白/スミ,,,,,,,,,,
23,A1,23118910,16000,2024/1/22,29,100,0,2(表：2 × 裏：0)、白/スミ,,,,,,,,,,
23,A1,23108540,72000,2024/2/3,41,100,0,2(表：2 × 裏：0)、白/墨,,,,,,,,,,
23,A1,23113097,12000,2024/2/3,41,100,0,2(表：2 × 裏：0)、白/墨,,,,,,,,,,
23,A1,23114555,8000,2024/2/3,41,100,0,2(表：2 × 裏：0)、白/墨,,,,,,,,,,
23,A1,23117986,72000,2024/2/3,41,100,0,2(表：2 × 裏：0)、白/墨,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
24,A1,23119078,12000,2024/2/3,40,100,0,2(表：2 × 裏：0)、白/墨,,,,,,,,,,
24,A1,23119432,53000,2024/2/3,40,100,0,2(表：2 × 裏：0)、白/墨,,,,,,,,,,
24,A1,23120050,12000,2024/2/3,40,50,1,2(表：2 × 裏：0)、白/墨,,,,,,,,,,
24,A1,23118405,16000,2024/2/3,40,50,1,3(表：3 × 裏：0)、白/水色/墨,,,,,,,,,,
24,A1,23119021,24000,2024/2/3,40,33.33333333,2,5(表：5 × 裏：0)、背面金/白/水色/金/墨,,,,,,,,,,
24,A1,23113699,4000,2024/2/3,40,33.33333333,2,4(表：4 × 裏：0)、背面橙/白/高輝度金/墨,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
25,A1,23113044,80000,2024/2/3,39,100,0,2(表：2 × 裏：0)、オレンジ/墨,,,,,,,,,,
25,A1,23113045,80000,2024/2/3,39,33.33333333,2,2(表：2 × 裏：0)、オレンジ/墨,,,,,,,,,,
25,A1,23113049,22000,2024/2/3,39,33.33333333,2,2(表：2 × 裏：0)、紫/墨,,,,,,,,,,
25,A1,21046563,11000,2024/2/3,39,100,0,2(表：2 × 裏：0)、白/紫,,,,,,,,,,
25,A1,23103466,24000,2024/2/3,39,100,0,2(表：2 × 裏：0)、白/紫,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
26,A1,23110692,3000,2024/2/3,38,100,0,2(表：2 × 裏：0)、白/紫,,,,,,,,,,
26,A1,23110697,17000,2024/2/3,38,100,0,2(表：2 × 裏：0)、白/紫,,,,,,,,,,
26,A1,23115913,56000,2024/2/3,38,100,0,2(表：2 × 裏：0)、白/紫,,,,,,,,,,
26,A1,23118563,17000,2024/2/3,38,33.33333333,2,2(表：2 × 裏：0)、白/紫,,,,,,,,,,
26,A1,23098109,5000,2024/2/3,38,100,0,2(表：2 × 裏：0)、白/赤,,,,,,,,,,
26,A1,23109509,20000,2024/2/3,38,100,0,2(表：2 × 裏：0)、白/赤,,,,,,,,,,
26,A1,23109510,20000,2024/2/3,38,100,0,2(表：2 × 裏：0)、白/赤,,,,,,,,,,
26,A1,23110713,24000,2024/2/3,38,100,0,2(表：2 × 裏：0)、白/赤,,,,,,,,,,
26,A1,23111074,12000,2024/2/3,38,100,0,2(表：2 × 裏：0)、白/赤,,,,,,,,,,
26,A1,23118161,20000,2024/2/3,38,100,0,2(表：2 × 裏：0)、白/赤,,,,,,,,,,
26,A1,23118162,20000,2024/2/3,38,100,0,2(表：2 × 裏：0)、白/赤,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
27,A1,23120251,8000,2024/2/3,37,50,1,2(表：2 × 裏：0)、白/赤,,,,,,,,,,
27,A1,23108266,32000,2024/2/3,37,33.33333333,2,3(表：3 × 裏：0)、白/赤/赤金色,,,,,,,,,,
27,A1,23109383,6000,2024/2/3,37,100,0,3(表：3 × 裏：0)、白/赤/青,,,,,,,,,,
27,A1,23109376,4000,2024/2/3,37,100,0,3(表：3 × 裏：0)、白/赤/青,,,,,,,,,,
27,A1,23117516,4000,2024/2/3,37,50,1,3(表：3 × 裏：0)、白/赤/青,,,,,,,,,,
27,A1,23119396,8000,2024/2/3,37,50,1,2(表：2 × 裏：0)、白/青,,,,,,,,,,
27,A1,23114467,4000,2024/2/3,37,50,1,3(表：3 × 裏：0)、白/ 青/離型剤,,,,,,,,,,
27,A1,23112827,4000,2024/2/3,37,100,0,2(表：2 × 裏：0)、白/離型剤,,,,,,,,,,
27,A1,23112830,4000,2024/2/3,37,100,0,2(表：2 × 裏：0)、白/離型剤,,,,,,,,,,
27,A1,23112833,4000,2024/2/3,37,100,0,2(表：2 × 裏：0)、白/離型剤,,,,,,,,,,
27,A1,23112838,4000,2024/2/3,37,100,0,2(表：2 × 裏：0)、白/離型剤,,,,,,,,,,
27,A1,23112839,4000,2024/2/3,37,100,0,2(表：2 × 裏：0)、白/離型剤,,,,,,,,,,
27,A1,23118939,4000,2024/2/3,37,100,0,2(表：2 × 裏：0)、白/離型剤,,,,,,,,,,
27,A1,23119167,4000,2024/2/3,37,100,0,2(表：2 × 裏：0)、白/離型剤,,,,,,,,,,
27,A1,23119400,4000,2024/2/3,37,100,0,2(表：2 × 裏：0)、白/離型剤,,,,,,,,,,
27,A1,2311A336,4000,2024/2/3,37,100,0,2(表：2 × 裏：0)、白/離型剤,,,,,,,,,,
27,A1,2311A478,4000,2024/2/3,37,100,0,2(表：2 × 裏：0)、白/離型剤,,,,,,,,,,
27,A1,2311A522,2000,2024/2/3,37,100,0,2(表：2 × 裏：0)、白/離型剤,,,,,,,,,,
27,A1,2311A523,2000,2024/2/3,37,100,0,2(表：2 × 裏：0)、白/離型剤,,,,,,,,,,
27,A1,23120284,4000,2024/2/3,37,100,0,2(表：2 × 裏：0)、白/離型剤,,,,,,,,,,
27,A1,23120285,4000,2024/2/3,37,100,0,2(表：2 × 裏：0)、白/離型剤,,,,,,,,,,
27,A1,23120469,4000,2024/2/3,37,50,1,2(表：2 × 裏：0)、白/離型剤,,,,,,,,,,
27,A1,23109218,4000,2024/2/3,37,50,1,3(表：3 × 裏：0)、白/ﾒﾀﾘｯｸﾋﾟﾝｸ/離型剤,,,,,,,,,,
27,A1,23119261,10000,2024/2/3,37,50,1,2(表：2 × 裏：0)、白/ピンク,,,,,,,,,,
27,A1,23120252,4000,2024/2/3,37,33.33333333,2,3(表：3 × 裏：0)、白/ﾋﾟﾝｸ/茶,,,,,,,,,,
27,A1,23114214,4000,2024/2/3,37,33.33333333,2,3(表：3 × 裏：0)、白/草/茶,,,,,,,,,,
27,A1,23115809,4000,2024/2/3,37,33.33333333,2,3(表：3 × 裏：0)、白/特ベージュ/特茶,,,,,,,,,,
27,A1,23115991,12000,2024/2/3,37,100,0,3(表：3 × 裏：0)、白/ｵﾚﾝｼﾞ/茶,,,,,,,,,,
27,A1,23120253,8000,2024/2/3,37,50,1,3(表：3 × 裏：0)、白/ｵﾚﾝｼﾞ/茶,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
28,A1,23114218,4000,2024/2/3,36,100,0,2(表：2 × 裏：0)、白/橙,,,,,,,,,,
28,A1,23115914,124000,2024/2/3,36,33.33333333,2,2(表：2 × 裏：0)、白/オレンジ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
29,A1,23110666,6000,2024/2/3,35,100,0,2(表：2 × 裏：0)、白/藍,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
30,A1,23115925,280000,2024/2/3,34,100,0,2(表：2 × 裏：0)、白/藍,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
31,A1,23115926,280000,2024/2/3,33,100,0,2(表：2 × 裏：0)、白/藍,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
32,A1,23115928,280000,2024/2/3,32,100,0,2(表：2 × 裏：0)、白/藍,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
33,A1,23115930,156000,2024/2/3,31,100,0,2(表：2 × 裏：0)、白/藍,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
34,A1,23115932,116000,2024/2/3,30,100,0,2(表：2 × 裏：0)、白/藍,,,,,,,,,,
34,A1,2311A072,24000,2024/2/3,30,100,0,2(表：2 × 裏：0)、白/藍,,,,,,,,,,
34,A1,2311A080,32000,2024/2/3,30,50,1,2(表：2 × 裏：0)、白/藍,,,,,,,,,,
34,A1,23104246,24000,2024/2/3,30,33.33333333,2,3(表：3 × 裏：0)、銀/白/藍,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
35,A1,23110905,19000,2024/2/3,29,25,3,3(表：3 × 裏：0)、銀/白/水色,,,,,,,,,,
35,A1,23110676,20000,2024/2/3,29,100,0,2(表：2 × 裏：0)、白/ブルー,,,,,,,,,,
35,A1,23118282,19000,2024/2/3,29,33.33333333,2,2(表：2 × 裏：0)、白/ブルー,,,,,,,,,,
35,A1,23113735,24000,2024/2/3,29,50,1,2(表：2 × 裏：0)、白/金,,,,,,,,,,
35,A1,23112396,8000,2024/2/3,29,100,0,3(表：3 × 裏：0)、白/金/離型剤,,,,,,,,,,
35,A1,23112404,4000,2024/2/3,29,50,1,3(表：3 × 裏：0)、白/金/離型剤,,,,,,,,,,
35,A1,23120530,2000,2024/2/3,29,50,1,2(表：2 × 裏：0)、金/離型剤,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
36,A1,23113041,120000,2024/2/3,28,100,0,1(表：1 × 裏：0)、金,,,,,,,,,,
36,A1,23118938,20000,2024/2/3,28,33.33333333,2,1(表：1 × 裏：0)、金,,,,,,,,,,
36,A1,23111352,32000,2024/2/3,28,100,0,1(表：1 × 裏：0)、グレー,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
37,A1,23115601,32000,2024/2/3,27,100,0,1(表：1 × 裏：0)、グレー,,,,,,,,,,
37,A1,2311A521,32000,2024/2/3,27,25,3,1(表：1 × 裏：0)、グレー,,,,,,,,,,
37,A1,23110442,52000,2024/2/3,27,100,0,2(表：2 × 裏：0)、ベージュ/赤,,,,,,,,,,
37,A1,23113953,52000,2024/2/3,27,100,0,2(表：2 × 裏：0)、ベージュ/赤,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
38,A1,23118738,52000,2024/2/3,26,25,3,2(表：2 × 裏：0)、ベージュ/赤,,,,,,,,,,
38,A1,23115542,80000,2024/2/3,26,50,1,3(表：3 × 裏：0)、赤/金/墨,,,,,,,,,,
38,A1,23115024,4000,2024/2/3,26,100,0,4(表：4 × 裏：0)、白/高輝度金/赤/墨,,,,,,,,,,
38,A1,23118461,28000,2024/2/3,26,100,0,5(表：5 × 裏：0)、背面墨/白/高輝度金/特赤/墨,,,,,,,,,,
38,A1,23118615,8000,2024/2/3,26,100,0,5(表：5 × 裏：0)、背面墨/白/高輝度金/特赤/墨,,,,,,,,,,
38,A1,23118892,32000,2024/2/3,26,100,0,5(表：5 × 裏：0)、背面墨/白/高輝度金/特赤/墨,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
39,A1,23120283,20000,2024/2/3,25,50,1,5(表：5 × 裏：0)、背面赤/白/高輝度金/赤/墨,,,,,,,,,,
39,A1,23118413,40000,2024/2/3,25,100,0,5(表：5 × 裏：0)、白/高輝度金/赤/グレー/墨,,,,,,,,,,
39,A1,23118414,20000,2024/2/3,25,100,0,5(表：5 × 裏：0)、白/高輝度金/赤/グレー/墨,,,,,,,,,,
39,A1,23118528,16000,2024/2/3,25,33.33333333,2,5(表：5 × 裏：0)、白/高輝度金/赤/グレー/墨,,,,,,,,,,
39,A1,23120423,12000,2024/2/3,25,25,3,5(表：5 × 裏：0)、白/赤/金/紫/墨,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
40,A1,23108248,32000,2024/2/3,24,33.33333333,2,4(表：4 × 裏：0)、白/紫/金/紺,,,,,,,,,,
40,A1,23114010,100000,2024/2/3,24,100,0,5(表：5 × 裏：0)、背面赤/白/高輝度金/赤/紺,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
41,A1,23118437,32000,2024/2/3,23,100,0,5(表：5 × 裏：0)、背面赤/白/高輝度金/赤/紺,,,,,,,,,,
41,A1,23118446,100000,2024/2/3,23,100,0,5(表：5 × 裏：0)、背面赤/白/高輝度金/赤/紺,,,,,,,,,,
41,A1,23118601,8000,2024/2/3,23,100,0,5(表：5 × 裏：0)、背面赤/白/高輝度金/赤/紺,,,,,,,,,,
41,A1,23118896,40000,2024/2/3,23,100,0,5(表：5 × 裏：0)、背面赤/白/高輝度金/赤/紺,,,,,,,,,,
41,A1,23119070,12000,2024/2/3,23,100,0,5(表：5 × 裏：0)、背面赤/白/高輝度金/赤/紺,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
42,A1,23119882,20000,2024/2/3,22,100,0,5(表：5 × 裏：0)、背面赤/白/高輝度金/赤/紺,,,,,,,,,,
42,A1,23119885,32000,2024/2/3,22,100,0,5(表：5 × 裏：0)、背面赤/白/高輝度金/赤/紺,,,,,,,,,,
42,A1,23119886,40000,2024/2/3,22,100,0,5(表：5 × 裏：0)、背面赤/白/高輝度金/赤/紺,,,,,,,,,,
42,A1,23119887,52000,2024/2/3,22,100,0,5(表：5 × 裏：0)、背面赤/白/高輝度金/赤/紺,,,,,,,,,,
42,A1,2311A207,8000,2024/2/3,22,100,0,5(表：5 × 裏：0)、背面赤/白/高輝度金/赤/紺,,,,,,,,,,
42,A1,2311A228,28000,2024/2/3,22,100,0,5(表：5 × 裏：0)、背面赤/白/高輝度金/赤/紺,,,,,,,,,,
42,A1,23120810,16000,2024/2/3,22,50,1,5(表：5 × 裏：0)、背面赤/白/高輝度金/赤/紺,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
43,A1,23117468,16000,2024/2/3,21,25,3,5(表：5 × 裏：0)、白色/金色/赤色/水色/紺色,,,,,,,,,,
43,A1,23116402,52000,2024/2/3,21,100,0,4(表：4 × 裏：0)、白/高輝度金/赤/ｾﾋﾟｱ,,,,,,,,,,
43,A1,23118419,52000,2024/2/3,21,100,0,4(表：4 × 裏：0)、白/高輝度金/赤/ｾﾋﾟｱ,,,,,,,,,,
43,A1,23118501,4000,2024/2/3,21,100,0,5(表：5 × 裏：0)、白/赤/紅/ｾﾋﾟｱ/金色,,,,,,,,,,
43,A1,23118644,20000,2024/2/3,21,100,0,4(表：4 × 裏：0)、白/高輝度金/赤/ｾﾋﾟｱ,,,,,,,,,,
43,A1,23120001,12000,2024/2/3,21,100,0,4(表：4 × 裏：0)、白/高輝度金/赤/ｾﾋﾟｱ,,,,,,,,,,
43,A1,23120002,12000,2024/2/3,21,33.33333333,2,4(表：4 × 裏：0)、白/高輝度金/赤/ｾﾋﾟｱ,,,,,,,,,,
43,A1,23118409,4000,2024/2/3,21,25,3,4(表：4 × 裏：0)、白/薄茶/高輝度金/ｾﾋﾟｱ,,,,,,,,,,
43,A1,23120010,4000,2024/2/3,21,33.33333333,2,4(表：4 × 裏：0)、背面クリーム/白色/クリーム/セピア,,,,,,,,,,
43,A1,23114112,8000,2024/2/3,21,100,0,5(表：5 × 裏：0)、白/ｸﾘｰﾑ/Y/M/ｾﾋﾟｱ,,,,,,,,,,
43,A1,23120011,8000,2024/2/3,21,33.33333333,2,5(表：5 × 裏：0)、白/ｸﾘｰﾑ/Y/M/ｾﾋﾟｱ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
44,A1,23118668,8000,2024/2/3,20,33.33333333,2,5(表：5 × 裏：0)、背面橙/白/Y/M/ｾﾋﾟｱ,,,,,,,,,,
44,A1,23119442,40000,2024/2/3,20,100,0,5(表：5 × 裏：0)、白/Y/M/C/ｾﾋﾟｱ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
45,A1,23119443,100000,2024/2/3,19,100,0,5(表：5 × 裏：0)、白/Y/M/C/ｾﾋﾟｱ,,,,,,,,,,
45,A1,23119446,100000,2024/2/3,19,100,0,5(表：5 × 裏：0)、白/Y/M/C/ｾﾋﾟｱ,,,,,,,,,,
45,A1,23120816,2000,2024/2/3,19,50,1,5(表：5 × 裏：0)、白/Y/M/C/ｾﾋﾟｱ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
46,A1,23118436,20000,2024/2/3,18,33.33333333,2,4(表：4 × 裏：0)、Y/M/C/ｾﾋﾟｱ,,,,,,,,,,
46,A1,23118435,20000,2024/2/3,18,100,0,4(表：4 × 裏：0)、Y/M/C/墨,,,,,,,,,,
46,A1,23120407,12000,2024/2/3,18,50,1,4(表：4 × 裏：0)、Y/M/C/墨,,,,,,,,,,
46,A1,23103975,4000,2024/2/3,18,100,0,5(表：5 × 裏：0)、白/Y/M/C/墨,,,,,,,,,,
46,A1,23115305,8000,2024/2/3,18,100,0,5(表：5 × 裏：0)、白/Y/M/C/墨,,,,,,,,,,
46,A1,23115355,12000,2024/2/3,18,100,0,5(表：5 × 裏：0)、白/Y/M/C/墨,,,,,,,,,,
46,A1,23117957,4000,2024/2/3,18,100,0,5(表：5 × 裏：0)、白/Y/M/C/K,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
47,A1,23118411,100000,2024/2/3,17,100,0,5(表：5 × 裏：0)、白/Y/M/C/墨,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
48,A1,23118412,100000,2024/2/3,16,100,0,5(表：5 × 裏：0)、白/Y/M/C/墨,,,,,,,,,,
48,A1,23118420,60000,2024/2/3,16,100,0,5(表：5 × 裏：0)、白/Y/M/C/K,,,,,,,,,,
48,A1,23118428,24000,2024/2/3,16,100,0,5(表：5 × 裏：0)、白/Y/M/C/墨,,,,,,,,,,
48,A1,23118626,20000,2024/2/3,16,100,0,5(表：5 × 裏：0)、白/Y/M/C/墨,,,,,,,,,,
48,A1,23118666,4000,2024/2/3,16,100,0,5(表：5 × 裏：0)、白/Y/M/C/墨,,,,,,,,,,
48,A1,23118725,8000,2024/2/3,16,100,0,5(表：5 × 裏：0)、白/Y/M/C/墨,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
49,A1,23119020,12000,2024/2/3,15,100,0,5(表：5 × 裏：0)、白/Y/M/C/K,,,,,,,,,,
49,A1,23119605,4000,2024/2/3,15,100,0,5(表：5 × 裏：0)、白/Y/M/C/K,,,,,,,,,,
49,A1,23119879,52000,2024/2/3,15,100,0,5(表：5 × 裏：0)、白/Y/M/C/墨,,,,,,,,,,
49,A1,23119880,28000,2024/2/3,15,100,0,5(表：5 × 裏：0)、白/Y/M/C/墨,,,,,,,,,,
49,A1,23119881,8000,2024/2/3,15,100,0,5(表：5 × 裏：0)、白/Y/M/C/墨,,,,,,,,,,
49,A1,2311A114,80000,2024/2/3,15,100,0,5(表：5 × 裏：0)、白/Y/M/C/墨,,,,,,,,,,
49,A1,23120420,12000,2024/2/3,15,100,0,5(表：5 × 裏：0)、白/Y/M/C/墨,,,,,,,,,,
49,A1,23120422,12000,2024/2/3,15,100,0,5(表：5 × 裏：0)、白/Y/M/C/墨,,,,,,,,,,
49,A1,23120821,4000,2024/2/3,15,100,0,5(表：5 × 裏：0)、白/Y/M/C/墨,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
50,A1,23120867,8000,2024/2/3,14,100,0,5(表：5 × 裏：0)、白/Y/M/C/墨,,,,,,,,,,
50,A1,23120882,12000,2024/2/3,14,100,0,5(表：5 × 裏：0)、白/Y/M/C/墨,,,,,,,,,,
50,A1,23120883,8000,2024/2/3,14,50,1,5(表：5 × 裏：0)、白/Y/M/C/墨,,,,,,,,,,
50,A1,23118678,8000,2024/2/3,14,100,0,4(表：4 × 裏：0)、白/Y/M/C,,,,,,,,,,
50,A1,2311A286,8000,2024/2/3,14,50,1,4(表：4 × 裏：0)、白/Y/M/C,,,,,,,,,,
50,A1,23120348,4000,2024/2/3,14,100,0,5(表：5 × 裏：0)、白/Y/M/C/離型剤,,,,,,,,,,
50,A1,23120349,4000,2024/2/3,14,33.33333333,2,5(表：5 × 裏：0)、白/Y/M/C/離型剤,,,,,,,,,,
50,A1,23120599,2000,2024/2/3,14,25,3,5(表：5 × 裏：0)、白/Y/M/C/茶,,,,,,,,,,
50,A1,23118602,18000,2024/2/3,14,50,1,4(表：4 × 裏：0)、白/赤/Y/茶,,,,,,,,,,
50,A1,2311A068,20000,2024/2/3,14,50,1,4(表：4 × 裏：0)、白/赤/茶/濃茶,,,,,,,,,,
50,A1,23118685,12000,2024/2/3,14,20,4,5(表：5 × 裏：0)、白/赤/特赤/特藍/茶,,,,,,,,,,
50,A1,23108062,24000,2024/2/3,14,100,0,4(表：4 × 裏：0)、白/赤/緑/離型剤,,,,,,,,,,
50,A1,23119804,6000,2024/2/3,14,50,1,4(表：4 × 裏：0)、白/赤/草/離型剤,,,,,,,,,,
50,A1,23117856,2000,2024/2/3,14,100,0,3(表：3 × 裏：0)、白/草/離型剤,,,,,,,,,,
50,A1,23117857,2000,2024/2/3,14,20,4,3(表：3 × 裏：0)、白/草/離型剤,,,,,,,,,,
50,A1,23118406,16000,2024/2/3,14,33.33333333,2,3(表：3 × 裏：0)、白/薄紫/墨,,,,,,,,,,
50,A1,23119425,7000,2024/2/3,14,50,1,3(表：3 × 裏：0)、白/黄土/墨,,,,,,,,,,
50,A1,23117559,2000,2024/2/3,14,100,0,4(表：4 × 裏：0)、白/黄土/紫/墨,,,,,,,,,,
50,A1,23117561,2000,2024/2/3,14,20,4,4(表：4 × 裏：0)、白/黄土/紫/墨,,,,,,,,,,
50,A1,2311A067,20000,2024/2/3,14,20,4,4(表：4 × 裏：0)、白/赤/青/墨,,,,,,,,,,
50,A1,23119028,8000,2024/2/3,14,16.66666667,5,4(表：4 × 裏：0)、背面青/背面黄/白/紺,,,,,,,,,,
50,A1,23118378,4000,2024/2/3,14,100,0,5(表：5 × 裏：0)、白/ピンクゴールド/水色/紺/特焦茶,,,,,,,,,,
50,A1,23120040,4000,2024/2/3,14,14.28571429,6,5(表：5 × 裏：0)、白/ピンクゴールド/水色/紺/特焦茶,,,,,,,,,,
